;victoire;not_lose;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDA;FDD;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;top_GK;top_MF;top_DM;top_DF;top_FW;year;cluster;result;Domicile;reste;3-5-2;4-3-3;4-4-2;4-5-1;Cluster1;Cluster2;Cluster3;key;opp_cluster
2219;0;1;1;71.0;26.1;4-5-1;7.0;17.7;84.9;7.0;7.0;534.87;3;8;4-5-1;Napoli;reste;19.0;0;1;0;8.0;1.0;20.0;Lecce;608.7330000000002;717.0;2.6480134143987653;-1.3303030303030303;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;N;1;1;0;0;0;1;1;0;0;NapoliLecce2023;
2220;1;1;0;61.0;26.1;4-5-1;7.0;16.1;87.1;3.0;14.0;354.1;3;9;4-3-3;Napoli;automne;19.0;0;0;0;8.0;0.0;12.0;Lazio;580.957;667.0;2.22287541015248;-1.1606060606060606;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;0;0;0;0;1;1;0;0;NapoliLazio2023;2.0
2222;1;1;1;63.0;26.1;4-3-3;6.0;17.8;87.0;10.0;6.0;542.7;3;9;3-5-2;Napoli;automne;28.0;0;1;0;10.0;1.0;14.0;Spezia;495.9;570.0;2.830872418452037;-1.1159090909090907;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;0;0;1;0;0;1;0;0;NapoliSpezia2023;0.0
2224;1;1;0;49.0;26.1;4-3-3;3.0;20.7;81.3;6.0;11.0;81.75;4;9;4-5-1;Napoli;automne;8.0;1;3;0;22.0;1.0;18.0;Milan;369.102;454.0;1.6306774753908513;-2.562878787878788;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;0;0;1;0;0;1;0;0;NapoliMilan2023;1.0
2225;1;1;1;49.0;26.1;4-3-3;7.0;18.3;81.5;11.0;4.0;459.47;13;10;3-4-3;Napoli;automne;15.0;0;0;0;16.0;0.0;17.0;Torino;396.09;486.0;2.1262280447790003;-0.2666666666666666;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;0;0;1;0;0;1;0;0;NapoliTorino2023;3.0
2227;1;1;0;69.0;26.1;4-3-3;9.0;17.8;88.4;2.0;6.0;564.1;5;10;4-5-1;Napoli;automne;20.0;1;0;0;12.0;0.0;18.0;Cremonese;578.1360000000002;654.0;2.6145087820884;-0.968181818181818;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;0;0;1;0;0;1;0;0;NapoliCremonese2023;
2228;1;1;1;49.0;26.1;4-3-3;11.0;14.3;83.0;4.0;6.0;493.3;4;10;4-3-3;Napoli;automne;31.0;0;0;0;16.0;0.0;10.0;Bologna;444.05;535.0;2.8815648523451074;-1.0363636363636362;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;0;0;1;0;0;1;0;0;NapoliBologna2023;0.0
2229;1;1;0;60.0;26.1;4-3-3;5.0;21.2;84.2;7.0;12.0;311.85;7;10;3-5-2;Napoli;automne;12.0;0;4;0;6.0;0.0;14.0;Roma;484.99199999999996;576.0;1.6236846168693304;-0.5386363636363637;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;0;0;1;0;0;1;0;0;NapoliRoma2023;2.0
2231;1;1;1;67.0;26.1;4-3-3;6.0;16.2;89.9;7.0;5.0;457.6;3;10;4-3-3;Napoli;automne;18.0;0;0;0;10.0;0.0;6.0;Sassuolo;642.7850000000002;715.0;1.7892192626906005;-0.3219696969696969;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;0;0;1;0;0;1;0;0;NapoliSassuolo2023;3.0
2233;1;1;0;53.0;26.1;4-3-3;5.0;14.3;81.6;4.0;9.0;299.5;4;11;3-5-2;Napoli;automne;7.0;0;1;0;15.0;1.0;10.0;Atalanta;475.728;583.0;1.3645951553754097;-2.1738636363636363;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;0;0;1;0;0;1;0;0;NapoliAtalanta2023;2.0
2235;1;1;1;63.0;26.1;4-3-3;5.0;16.1;85.1;8.0;12.0;485.95;4;11;3-5-2;Napoli;automne;15.0;0;2;0;10.0;1.0;13.0;Udinese;582.935;685.0;2.015299652576723;-1.6977272727272723;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;0;0;1;0;0;1;0;0;NapoliUdinese2023;3.0
2236;0;0;0;64.0;26.1;4-3-3;2.0;13.1;85.1;11.0;7.0;94.54999999999997;53;1;3-5-2;Napoli;reste;9.0;0;2;0;6.0;0.0;12.0;Internazionale;564.2130000000002;663.0;1.7264992279482727;0.15833333333333333;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;D;0;1;0;1;0;0;1;0;0;NapoliInternazionale2023;1.0
2237;1;1;0;66.0;26.1;4-3-3;6.0;18.4;89.7;4.0;12.0;557.55;4;1;3-5-2;Napoli;reste;22.0;1;2;0;9.0;0.0;15.0;Sampdoria;627.003;699.0;2.5246931094383327;-0.9988636363636364;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;1;0;1;0;0;1;0;0;NapoliSampdoria2023;0.0
2238;1;1;1;60.0;26.1;4-3-3;10.0;14.4;87.4;8.0;10.0;208.3;5;1;3-5-2;Napoli;reste;14.0;0;0;0;11.0;0.0;9.0;Juventus;527.0219999999998;603.0;1.8006359776105;-0.6268939393939392;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;1;0;1;0;0;1;0;0;NapoliJuventus2023;2.0
2239;1;1;0;74.0;26.1;4-3-3;4.0;14.8;87.4;6.0;15.0;529.3199999999998;4;1;4-5-1;Napoli;reste;9.0;0;2;0;5.0;0.0;14.0;Salernitana;728.916;834.0;1.801087145338738;-0.7670454545454546;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;1;0;1;0;0;1;0;0;NapoliSalernitana2023;0.0
2240;1;1;1;56.0;26.1;4-3-3;6.0;18.1;84.4;2.0;8.0;311.85;8;1;3-4-3;Napoli;reste;11.0;0;1;0;11.0;0.0;14.0;Roma;535.94;635.0;1.7215706427330633;-1.0390151515151511;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;1;0;1;0;0;1;0;0;NapoliRoma2023;2.0
2242;1;1;0;69.0;26.1;4-3-3;4.0;18.2;83.9;13.0;18.0;542.7;7;2;3-5-2;Napoli;reste;11.0;1;2;0;9.0;0.0;19.0;Spezia;573.8760000000002;684.0;2.0437478286045163;-0.5806818181818181;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;1;0;1;0;0;1;0;0;NapoliSpezia2023;0.0
2244;1;1;1;65.0;26.1;4-3-3;9.0;14.4;86.4;7.0;7.0;564.1;7;2;3-5-2;Napoli;reste;15.0;0;0;0;6.0;0.0;7.0;Cremonese;634.1759999999998;734.0;1.7176814321559546;-0.20530303030303032;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;1;0;1;0;0;1;0;0;NapoliCremonese2023;
2245;1;1;0;60.0;26.1;4-3-3;4.0;14.7;86.5;7.0;10.0;457.6;5;2;4-3-3;Napoli;reste;15.0;0;2;0;11.0;1.0;12.0;Sassuolo;591.66;684.0;2.036940262497588;-1.7178030303030305;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;1;0;1;0;0;1;0;0;NapoliSassuolo2023;3.0
2247;0;0;1;64.0;26.1;4-3-3;2.0;22.1;87.0;11.0;13.0;354.1;6;3;4-3-3;Napoli;reste;14.0;0;2;0;5.0;1.0;8.0;Lazio;682.95;785.0;1.3367641381972593;-1.1791666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;D;1;1;0;1;0;0;1;0;0;NapoliLazio2023;2.0
2249;1;1;1;60.0;26.1;4-3-3;6.0;16.8;87.4;10.0;12.0;299.5;8;3;3-5-2;Napoli;reste;18.0;0;1;0;6.0;0.0;11.0;Atalanta;555.864;636.0;2.0616763173132604;-0.265909090909091;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;1;1;0;1;0;0;1;0;0;NapoliAtalanta2023;2.0
2251;1;1;0;52.0;26.1;4-3-3;5.0;16.1;83.0;11.0;14.0;459.47;4;3;3-4-3;Napoli;reste;11.0;1;1;0;12.0;0.0;14.0;Torino;410.85;495.0;1.806511773788844;-0.6833333333333333;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2023;1;V;0;1;0;1;0;0;1;0;0;NapoliTorino2023;3.0
2253;1;1;0;49.0;26.0;3-4-3;4.0;14.7;81.7;9.0;9.0;217.47;10;8;3-5-2;Roma;reste;20.0;0;2;0;13.0;2.0;18.0;Salernitana;370.101;453.0;2.691258444315769;-2.5943181818181817;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;0;1;0;0;0;0;0;1;0;RomaSalernitana2023;3.0
2254;1;1;1;49.0;26.0;3-4-3;11.0;16.4;77.2;6.0;7.0;252.25;8;8;3-5-2;Roma;reste;27.0;0;0;0;14.0;1.0;14.0;Cremonese;328.1;425.0;2.720922119281992;-1.7962121212121214;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;1;0;0;0;0;0;1;0;RomaCremonese2023;
2255;0;1;0;43.0;26.0;3-4-3;4.0;14.9;80.5;16.0;7.0;-103.55;5;8;4-5-1;Roma;reste;8.0;0;2;0;14.0;3.0;16.0;Juventus;342.125;425.0;1.7831885736344335;-2.887121212121212;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;N;0;1;0;0;0;0;0;1;0;RomaJuventus2023;2.0
2256;1;1;1;40.0;26.0;3-4-3;8.0;14.5;83.3;9.0;10.0;202.45;3;8;3-5-2;Roma;reste;15.0;0;0;0;13.0;0.0;7.0;Monza;349.027;419.0;1.675010133178923;-0.6609848484848483;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;1;0;0;0;0;0;1;0;RomaMonza2023;
2257;0;0;0;57.0;26.0;3-4-3;2.0;13.4;85.4;7.0;13.0;174.09999999999997;5;9;3-5-2;Roma;automne;12.0;0;2;0;11.0;1.0;16.0;Udinese;474.824;556.0;2.1690156340474807;-1.9178030303030305;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;0;0;0;0;0;0;0;1;0;RomaUdinese2023;3.0
2258;0;0;1;56.0;26.0;3-4-3;5.0;17.7;82.1;18.0;9.0;-12.350000000000026;3;9;3-4-3;Roma;automne;21.0;0;0;0;4.0;0.0;19.0;Atalanta;439.235;535.0;2.672407353792704;0.7863636363636365;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;1;0;0;0;0;0;0;1;0;RomaAtalanta2023;2.0
2259;1;1;0;42.0;26.0;3-4-3;3.0;19.8;83.5;11.0;14.0;-217.30000000000007;13;10;3-5-2;Roma;automne;10.0;0;3;0;15.0;2.0;15.0;Internazionale;359.885;431.0;1.6282040146689831;-2.8708333333333336;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;0;0;0;0;0;0;0;1;0;RomaInternazionale2023;1.0
2260;1;1;1;66.0;26.0;3-4-3;5.0;16.5;85.8;8.0;12.0;223.02;3;10;4-3-3;Roma;automne;19.0;1;2;0;6.0;1.0;11.0;Lecce;507.936;592.0;2.1200690021231425;-1.4477272727272723;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;0;0;0;0;0;0;1;0;RomaLecce2023;
2261;0;0;1;40.0;26.0;3-5-2;0.0;21.4;74.1;8.0;14.0;-311.85;6;10;4-3-3;Roma;automne;6.0;0;3;0;12.0;0.0;12.0;Napoli;288.9899999999999;390.0;0.9827359583092068;-0.956060606060606;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;1;0;1;0;0;0;0;1;0;RomaNapoli2023;1.0
2263;1;1;0;67.0;26.0;3-5-2;6.0;14.7;84.4;8.0;9.0;232.3;4;10;3-4-3;Roma;automne;14.0;0;1;0;7.0;0.0;9.0;Hellas-Verona;498.804;591.0;1.7489857170430418;-0.3102272727272728;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;0;0;1;0;0;0;0;1;0;RomaHellas-Verona2023;3.0
2265;0;0;1;59.0;26.0;3-4-3;2.0;16.2;81.0;9.0;18.0;42.25;3;11;4-3-3;Roma;automne;8.0;0;2;0;5.0;0.0;14.0;Lazio;498.15;615.0;1.5896738081451458;-0.6943181818181817;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;1;0;0;0;0;0;0;1;0;RomaLazio2023;2.0
2267;0;1;0;54.0;26.0;3-4-3;4.0;16.2;83.9;11.0;13.0;145.74999999999997;3;11;4-3-3;Roma;automne;11.0;0;3;0;15.0;0.0;14.0;Sassuolo;433.763;517.0;1.8123253232966607;-0.8041666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;N;0;0;0;0;0;0;0;1;0;RomaSassuolo2023;3.0
2269;0;1;1;48.0;26.0;3-4-3;4.0;19.5;74.7;15.0;13.0;147.61999999999995;4;11;3-4-3;Roma;automne;12.0;0;3;0;10.0;0.0;10.0;Torino;366.03;490.0;1.3284906388728046;-0.12803030303030316;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;N;1;0;0;0;0;0;0;1;0;RomaTorino2023;3.0
2270;1;1;1;39.0;26.0;3-5-2;3.0;19.8;77.4;10.0;10.0;181.45;52;1;4-5-1;Roma;reste;13.0;1;2;0;11.0;0.0;10.0;Bologna;318.1140000000001;411.0;1.4084312873962552;-0.4450757575757575;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;1;1;0;0;0;0;1;0;RomaBologna2023;3.0
2271;0;1;0;40.0;26.0;3-4-3;3.0;22.1;78.0;9.0;13.0;-230.1;4;1;4-5-1;Roma;reste;12.0;0;6;0;12.0;1.0;19.0;Milan;276.9;355.0;1.8360065624396835;-1.7984848484848484;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;N;0;1;0;0;0;0;0;1;0;RomaMilan2023;1.0
2272;1;1;1;52.0;26.0;3-5-2;4.0;13.8;85.9;6.0;15.0;80.84999999999997;3;1;4-5-1;Roma;reste;10.0;0;3;0;7.0;0.0;12.0;Fiorentina;419.19200000000006;488.0;1.7630274078363248;-0.8920454545454546;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;1;1;0;0;0;0;1;0;RomaFiorentina2023;2.0
2273;1;1;0;48.0;26.0;3-4-3;3.0;20.3;78.4;10.0;11.0;230.85;7;1;3-4-3;Roma;reste;13.0;0;1;0;8.0;1.0;17.0;Spezia;402.97600000000006;514.0;1.8617414591777648;-1.3242424242424242;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;0;1;0;0;0;0;0;1;0;RomaSpezia2023;0.0
2274;0;0;0;44.0;26.0;3-4-3;3.0;16.3;77.1;15.0;14.0;-311.85;7;1;4-3-3;Roma;reste;11.0;0;2;0;11.0;1.0;8.0;Napoli;377.019;489.0;1.3248055394711444;-1.25719696969697;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;0;1;0;0;0;0;0;1;0;RomaNapoli2023;1.0
2276;0;1;0;58.0;26.0;3-4-3;4.0;21.0;74.9;7.0;8.0;223.02;7;2;4-3-3;Roma;reste;11.0;1;1;0;8.0;0.0;24.0;Lecce;393.974;526.0;2.125315093611272;-0.3969696969696969;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;N;0;1;0;0;0;0;0;1;0;RomaLecce2023;
2277;1;1;1;47.0;26.0;3-4-3;5.0;17.2;71.9;7.0;15.0;232.3;3;2;3-4-3;Roma;reste;9.0;0;1;0;8.0;0.0;19.0;Hellas-Verona;317.079;441.0;1.8242486971627097;-0.8636363636363636;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;V;1;1;0;0;0;0;0;1;0;RomaHellas-Verona2023;3.0
2279;0;0;0;66.0;26.0;3-4-3;3.0;20.0;79.7;6.0;11.0;252.25;5;2;3-4-3;Roma;reste;10.0;0;2;0;5.0;1.0;17.0;Cremonese;514.065;645.0;1.7052856591391623;-1.5003787878787882;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;0;1;0;0;0;0;0;1;0;RomaCremonese2023;
2280;0;0;1;54.0;26.0;3-4-3;7.0;17.2;80.7;9.0;11.0;145.74999999999997;3;3;4-3-3;Roma;reste;17.0;0;4;1;18.0;3.0;18.0;Sassuolo;413.184;512.0;2.3642486971627106;-4.040151515151515;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;1;1;0;0;0;0;0;1;0;RomaSassuolo2023;3.0
2282;0;0;0;31.0;26.0;3-4-3;3.0;18.1;79.2;11.0;13.0;42.25;3;3;4-3-3;Roma;reste;8.0;0;4;2;12.0;0.0;18.0;Lazio;262.944;332.0;1.7377070063694269;-0.6166666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2023;2;D;0;1;0;0;0;0;0;1;0;RomaLazio2023;2.0
2284;0;0;1;51.0;26.7;3-5-2;2.0;22.4;82.7;9.0;18.0;-217.47;7;8;3-4-3;Salernitana;reste;13.0;0;3;0;20.0;2.0;9.0;Roma;396.96;480.0;1.2735229685388922;-3.631818181818182;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;1;1;1;0;0;0;0;0;1;SalernitanaRoma2023;2.0
2285;0;1;0;52.0;26.7;3-5-2;6.0;18.2;78.9;14.0;12.0;-43.37000000000001;6;8;3-5-2;Salernitana;reste;17.0;0;4;0;15.0;1.0;9.0;Udinese;366.885;465.0;1.6914751013317897;-1.4647727272727271;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;0;1;1;0;0;0;0;0;1;SalernitanaUdinese2023;3.0
2286;1;1;1;45.0;26.7;3-5-2;6.0;14.9;77.5;11.0;19.0;28.230000000000004;8;8;4-5-1;Salernitana;reste;9.0;0;2;0;17.0;0.0;14.0;Sampdoria;327.05;422.0;1.675991603937464;-1.3291666666666666;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;V;1;1;1;0;0;0;0;0;1;SalernitanaSampdoria2023;0.0
2287;1;1;1;45.0;26.7;3-5-2;6.0;14.9;77.5;11.0;19.0;28.230000000000004;8;8;4-5-1;Salernitana;reste;9.0;0;2;0;17.0;0.0;14.0;Sampdoria;327.05;422.0;1.675991603937464;-1.3291666666666666;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;V;1;1;1;0;0;0;0;0;1;SalernitanaSampdoria2023;3.0
2288;0;1;0;53.0;26.7;3-5-2;4.0;17.5;73.7;7.0;11.0;-36.01999999999997;4;9;3-5-2;Salernitana;automne;20.0;0;2;0;10.0;1.0;10.0;Bologna;347.86400000000015;472.0;1.9182802547770696;-1.7219696969696972;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;0;0;1;0;0;0;0;0;1;SalernitanaBologna2023;3.0
2290;0;1;0;39.0;26.7;3-5-2;4.0;23.6;74.8;10.0;15.0;-321.02;6;9;4-3-3;Salernitana;automne;10.0;1;4;1;22.0;1.0;13.0;Juventus;302.94;405.0;1.1957855626326963;-2.465909090909091;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;0;0;1;0;0;0;0;0;1;SalernitanaJuventus2023;1.0
2291;0;1;0;39.0;26.7;3-5-2;4.0;23.6;74.8;10.0;15.0;-321.02;6;9;4-3-3;Salernitana;automne;10.0;1;4;1;22.0;1.0;13.0;Juventus;302.94;405.0;1.1957855626326963;-2.465909090909091;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;0;0;1;0;0;0;0;0;1;SalernitanaJuventus2023;2.0
2292;0;0;1;58.0;26.7;3-5-2;4.0;12.6;82.6;8.0;9.0;5.550000000000012;5;9;4-3-3;Salernitana;automne;8.0;0;1;0;13.0;0.0;11.0;Lecce;456.778;553.0;1.5925072379849452;-0.6852272727272728;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;1;0;1;0;0;0;0;0;1;SalernitanaLecce2023;
2293;0;0;0;56.0;26.7;3-5-2;1.0;21.0;82.5;5.0;8.0;-71.72;16;10;4-3-3;Salernitana;automne;6.0;0;1;0;16.0;1.0;10.0;Sassuolo;485.925;589.0;0.9716029723991506;-2.078787878787878;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;0;0;1;0;0;0;0;0;1;SalernitanaSassuolo2023;3.0
2294;1;1;1;40.0;26.7;3-5-2;4.0;21.7;70.7;5.0;9.0;14.830000000000013;7;10;3-4-3;Salernitana;automne;14.0;0;2;1;12.0;0.0;15.0;Hellas-Verona;246.03600000000003;348.0;1.6262372128932638;-0.8954545454545455;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;V;1;0;1;0;0;0;0;0;1;SalernitanaHellas-Verona2023;3.0
2296;1;1;1;44.0;26.7;3-5-2;4.0;17.7;75.5;10.0;9.0;13.38000000000001;6;10;3-5-2;Salernitana;automne;17.0;0;2;0;14.0;0.0;8.0;Spezia;274.065;363.0;1.6090740204593708;-0.5659090909090911;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;V;1;0;1;0;0;0;0;0;1;SalernitanaSpezia2023;0.0
2297;0;1;1;51.0;26.7;3-5-2;2.0;20.9;79.8;5.0;14.0;34.78;6;11;3-5-2;Salernitana;automne;10.0;0;2;0;11.0;0.0;10.0;Cremonese;371.07;465.0;1.1939712410731518;-1.1662878787878788;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;1;0;1;0;0;0;0;0;1;SalernitanaCremonese2023;
2298;0;0;0;42.0;26.7;3-5-2;1.0;15.0;74.9;10.0;11.0;-136.62;4;11;4-5-1;Salernitana;automne;4.0;0;1;0;18.0;0.0;10.0;Fiorentina;328.06200000000007;438.0;1.0602142443543718;-0.9492424242424244;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;0;0;1;0;0;0;0;0;1;SalernitanaFiorentina2023;2.0
2299;0;0;0;43.0;26.7;3-5-2;0.0;19.3;82.2;6.0;11.0;-15.019999999999996;4;11;3-4-3;Salernitana;automne;5.0;0;2;1;18.0;1.0;9.0;Monza;374.01;455.0;0.9254241459177766;-2.312878787878788;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;0;0;1;0;0;0;0;0;1;SalernitanaMonza2023;
2300;0;0;1;44.0;26.7;3-5-2;1.0;15.9;74.0;8.0;21.0;-447.57;52;1;4-5-1;Salernitana;reste;8.0;0;4;0;16.0;1.0;13.0;Milan;261.96;354.0;1.4534452808338159;-2.672727272727273;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;1;1;1;0;0;0;0;0;1;SalernitanaMilan2023;1.0
2302;0;1;1;38.0;26.7;3-5-2;4.0;18.4;67.0;8.0;10.0;-69.85;4;1;3-4-3;Salernitana;reste;11.0;0;2;0;23.0;0.0;15.0;Torino;233.83;349.0;1.562041594286817;-1.3768939393939392;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;N;1;1;1;0;0;0;0;0;1;SalernitanaTorino2023;3.0
2303;0;0;0;43.0;26.7;3-5-2;2.0;17.0;78.0;10.0;12.0;-229.82;7;1;3-4-3;Salernitana;reste;7.0;0;0;0;17.0;1.0;10.0;Atalanta;329.94;423.0;1.1833791739046513;-1.9534090909090909;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;3;D;0;1;1;0;0;0;0;0;1;SalernitanaAtalanta2023;2.0
2304;0;0;1;26.0;26.7;4-5-1;2.0;14.8;66.2;8.0;14.0;-529.3199999999998;6;1;4-3-3;Salernitana;reste;5.0;0;2;0;9.0;1.0;15.0;Napoli;197.938;299.0;1.3607841150357076;-1.7685606060606065;2.2095990102252863;1.9717697903817368;2.8740682214436344;1.9227907587857591;2.1224401604008483;1;0;0;0;0;2023;0;D;1;1;0;0;0;1;0;0;0;SalernitanaNapoli2023;1.0
